date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,humidity,visibilityKm,pressureMB,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
2018-02-07,300,0,33,13,21,343,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,80,10,1019,45,0,32,-3,27,-5,22,21,33,-5,22
2018-02-07,400,1,34,13,21,346,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,77,10,1019,53,0,32,-4,26,-5,22,20,33,-5,22
2018-02-07,500,1,35,13,21,349,N,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,75,10,1020,62,0,32,-4,25,-6,22,20,33,-6,22
2018-02-07,600,2,36,13,21,352,N,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,72,10,1020,70,0,32,-5,24,-6,22,20,32,-6,22
2018-02-07,700,2,36,13,21,354,N,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,69,10,1020,62,0,32,-5,23,-5,23,20,32,-5,23
2018-02-07,800,3,37,13,21,356,N,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,66,10,1021,53,0,33,-5,23,-5,23,19,31,-5,23
2018-02-07,900,3,38,13,22,358,N,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,63,10,1021,45,1,33,-6,22,-5,24,19,30,-5,24
2018-02-07,1000,4,39,13,21,358,N,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,58,10,1021,31,2,36,-6,22,-3,27,17,28,-3,27
2018-02-07,1100,4,40,13,21,357,N,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,53,10,1021,18,3,38,-6,22,-1,30,16,26,-1,30
2018-02-07,1200,5,40,13,20,357,N,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,48,10,1022,4,4,40,-6,22,0,32,15,23,0,32
2018-02-07,1300,4,40,12,19,354,N,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,47,10,1022,24,4,40,-6,21,1,33,14,23,1,33
2018-02-07,1400,4,40,11,17,352,N,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,46,10,1022,45,5,40,-6,21,1,33,13,22,1,33
2018-02-07,1500,4,39,10,16,349,NNW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,45,10,1022,65,5,40,-6,21,1,34,13,21,1,34
2018-02-07,1600,4,39,9,14,346,NNW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,49,10,1022,47,4,38,-6,21,0,32,13,21,0,32
2018-02-07,1700,3,38,8,13,343,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,53,10,1022,29,3,37,-6,21,-1,31,13,20,-1,31
2018-02-07,1800,3,37,7,11,340,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,57,10,1022,11,2,35,-6,21,-2,29,12,20,-2,29
2018-02-07,1900,3,37,6,10,338,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,59,10,1022,35,1,34,-6,21,-2,29,11,18,-2,29
2018-02-07,2000,2,36,6,9,337,NNW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,60,10,1023,58,1,33,-6,21,-2,28,10,16,-2,28
2018-02-07,2100,2,35,5,8,335,NNW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,62,10,1023,81,0,33,-6,21,-2,28,9,14,-2,28
2018-02-07,2200,2,35,4,7,324,NW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,63,10,1023,61,0,33,-6,22,-2,29,8,12,-2,29
2018-02-07,2300,1,35,4,6,314,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,65,10,1023,42,0,32,-6,22,-2,29,7,11,-2,29
2018-02-08,0,1,34,3,5,303,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,66,10,1023,22,0,32,-5,22,-1,29,5,9,-1,29
2018-02-08,100,1,35,4,6,282,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,69,10,1022,21,0,33,-5,24,-1,29,6,10,-1,29
2018-02-08,200,2,35,4,6,261,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,72,10,1022,20,1,33,-4,25,-1,29,7,11,-1,29
2018-02-08,300,2,35,4,7,240,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,75,10,1021,20,1,33,-3,27,-1,29,8,12,-1,29
2018-02-08,400,3,37,5,7,240,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,77,10,1021,31,1,34,-3,27,-1,29,8,14,-1,29
2018-02-08,500,3,38,5,8,240,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,79,10,1021,43,1,34,-2,28,-1,29,9,15,-1,29
2018-02-08,600,4,39,5,8,240,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,80,10,1020,55,1,34,-2,29,-1,29,10,16,-1,29
2018-02-08,700,5,40,6,9,232,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,80,10,1020,66,2,36,-1,30,-1,31,10,17,-1,31
2018-02-08,800,5,41,6,9,224,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,79,10,1020,77,3,37,0,31,0,32,11,17,0,32
2018-02-08,900,6,42,6,10,216,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,79,10,1020,89,4,38,0,33,1,34,11,17,1,34
2018-02-08,1000,6,43,9,14,216,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,77,10,1019,92,5,41,1,34,2,35,13,21,2,35
2018-02-08,1100,7,44,11,18,216,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,75,10,1019,96,6,43,2,35,3,37,15,25,3,37
2018-02-08,1200,7,45,13,22,216,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,73,10,1019,100,7,45,3,37,4,39,18,28,4,39
2018-02-08,1300,7,45,14,22,215,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,76,10,1018,100,7,45,3,38,3,38,19,30,3,38
2018-02-08,1400,7,44,14,23,215,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,80,10,1017,100,7,44,4,38,3,38,20,32,3,38
2018-02-08,1500,7,44,14,23,214,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,83,10,1016,100,7,44,4,39,3,37,21,34,3,37
2018-02-08,1600,6,43,15,24,212,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,84,10,1015,100,7,44,4,39,3,37,23,37,3,37
2018-02-08,1700,5,42,16,25,210,SSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,84,10,1014,100,7,44,4,39,2,36,25,40,2,36
2018-02-08,1800,5,41,16,26,208,SSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,85,10,1013,100,6,44,4,39,2,36,26,42,2,36
2018-02-08,1900,4,40,17,28,208,SSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.3,85,10,1012,100,6,44,4,40,3,37,27,44,3,37
2018-02-08,2000,4,39,18,29,209,SSW,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light rain,0.6,86,9,1012,100,6,44,5,40,4,39,28,46,4,39
2018-02-08,2100,4,38,19,31,209,SSW,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light rain,0.9,86,9,1011,100,6,44,5,41,4,40,29,47,4,40
2018-02-08,2200,3,38,19,30,211,SSW,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light rain,2.2,88,8,1010,100,7,44,5,42,4,39,29,47,4,39
2018-02-08,2300,3,37,19,30,213,SSW,302,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Moderate rain,3.5,90,8,1010,100,7,44,6,42,3,38,29,47,3,38
2018-02-09,0,3,37,18,30,215,SW,302,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Moderate rain,4.8,92,7,1009,100,7,45,6,43,3,37,29,46,3,37
2018-02-09,100,3,37,19,30,212,SSW,302,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Moderate rain,5.4,92,7,1008,100,7,45,6,43,3,37,30,48,3,37
2018-02-09,200,3,37,20,31,209,SSW,302,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Moderate rain,6.1,93,7,1008,100,7,44,6,43,2,36,30,49,2,36
2018-02-09,300,3,37,20,32,206,SSW,302,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Moderate rain,6.7,93,7,1007,100,7,44,6,42,2,36,31,50,2,36
2018-02-09,400,3,38,19,30,231,SW,302,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Moderate rain,7.0,91,6,1007,95,6,44,5,41,2,36,29,46,2,36
2018-02-09,500,4,39,17,28,255,WSW,308,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Heavy rain,7.3,89,6,1007,90,6,43,5,40,2,35,27,43,2,35
2018-02-09,600,4,39,16,25,280,W,308,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Heavy rain,7.6,87,5,1006,85,6,42,4,39,2,35,24,39,2,35
2018-02-09,700,4,40,16,27,287,WNW,308,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Heavy rain,5.1,84,7,1007,81,5,41,3,37,0,33,25,40,0,33
2018-02-09,800,5,40,17,28,294,WNW,326,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0027_light_snow_showers_night.png,Light snow,2.6,81,8,1008,77,4,40,2,35,-1,31,25,41,-1,31
2018-02-09,900,5,41,18,29,301,WNW,326,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0011_light_snow_showers.png,Light snow,0.1,78,10,1009,72,4,39,0,33,-2,29,26,42,-2,29
2018-02-09,1000,5,41,19,31,306,NW,326,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0011_light_snow_showers.png,Light snow,0.1,74,10,1010,82,4,39,0,32,-1,30,27,43,-1,30
2018-02-09,1100,6,42,21,33,311,NW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,70,10,1011,91,5,40,-1,31,-1,30,27,44,-1,30
2018-02-09,1200,6,42,22,35,316,NW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,66,10,1012,100,5,41,-1,30,-1,31,28,45,-1,31
2018-02-09,1300,6,42,21,34,317,NW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,63,10,1012,75,5,41,-1,30,0,31,27,44,0,31
2018-02-09,1400,5,42,21,33,319,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,61,10,1013,49,5,41,-2,29,0,32,27,43,0,32
2018-02-09,1500,5,42,20,32,320,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,59,10,1014,24,5,41,-2,28,0,32,27,43,0,32
2018-02-09,1600,5,41,18,29,318,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,61,10,1015,20,4,40,-3,27,-1,31,26,42,-1,31
2018-02-09,1700,5,40,16,27,315,NW,323,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0027_light_snow_showers_night.png,Patchy light snow,0.0,63,10,1016,17,3,38,-3,27,-2,29,25,41,-2,29
2018-02-09,1800,4,40,15,24,312,NW,323,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0027_light_snow_showers_night.png,Patchy light snow,0.0,65,10,1017,14,3,37,-3,26,-2,28,25,40,-2,28
2018-02-09,1900,4,39,14,23,311,NW,323,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0027_light_snow_showers_night.png,Patchy light snow,0.0,67,10,1018,10,2,36,-3,26,-3,27,24,39,-3,27
2018-02-09,2000,4,38,14,23,309,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,68,10,1019,7,2,36,-3,26,-3,27,23,38,-3,27
2018-02-09,2100,3,38,14,22,308,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,69,10,1020,4,2,35,-3,26,-3,26,23,37,-3,26
2018-02-09,2200,3,37,13,21,306,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,70,10,1020,4,2,35,-3,26,-3,26,21,35,-3,26
2018-02-09,2300,3,37,12,19,304,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,72,10,1020,4,1,35,-3,26,-3,26,20,32,-3,26
2018-02-10,0,3,37,11,17,302,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,73,10,1021,5,1,34,-3,27,-3,26,19,30,-3,26
2018-02-10,100,3,37,9,14,292,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,76,10,1020,6,2,35,-2,28,-2,28,15,24,-2,28
2018-02-10,200,3,37,7,11,282,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,79,10,1020,7,2,35,-2,29,-1,30,11,18,-1,30
2018-02-10,300,3,38,5,8,273,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1019,8,2,35,-1,30,0,31,8,13,0,31
2018-02-10,400,4,39,5,8,254,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1019,20,2,36,-1,31,0,32,9,14,0,32
2018-02-10,500,5,40,5,9,236,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1018,32,2,36,0,31,0,32,10,16,0,32
2018-02-10,600,5,42,6,9,217,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1018,45,3,37,0,32,0,32,11,17,0,32
2018-02-10,700,6,43,8,13,214,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,81,10,1017,59,4,39,1,33,1,33,14,22,1,33
2018-02-10,800,6,44,10,17,211,SSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,80,10,1017,73,5,41,2,35,2,35,17,27,2,35
2018-02-10,900,7,45,13,21,209,SSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,79,10,1016,87,6,43,3,37,2,36,20,32,2,36
2018-02-10,1000,8,46,15,25,209,SSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,80,10,1015,92,7,44,4,38,3,37,23,37,3,37
2018-02-10,1100,8,46,18,29,210,SSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,81,10,1014,96,7,45,4,40,3,38,26,42,3,38
2018-02-10,1200,9,47,21,33,211,SSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,82,10,1013,100,8,47,5,42,4,39,29,47,4,39
2018-02-10,1300,8,47,21,33,214,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.8,85,10,1011,100,8,47,6,43,4,39,30,49,4,39
2018-02-10,1400,8,46,21,34,218,SW,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,1.6,88,9,1010,100,8,47,7,44,4,40,32,51,4,40
2018-02-10,1500,8,46,21,34,221,SW,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,2.4,92,9,1009,100,9,47,7,45,4,40,33,53,4,40
2018-02-10,1600,7,44,20,32,223,SW,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,3.1,93,8,1008,100,8,47,8,46,4,40,31,51,4,40
2018-02-10,1700,6,43,19,30,225,SW,302,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Moderate rain,3.7,94,8,1007,100,8,46,8,46,4,40,30,48,4,40
2018-02-10,1800,6,42,18,29,227,SW,302,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Moderate rain,4.4,95,7,1006,100,8,46,8,47,5,40,29,46,5,40
2018-02-10,1900,5,41,18,28,227,SW,302,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Moderate rain,3.0,95,5,1005,100,6,43,9,47,3,38,28,45,3,38
2018-02-10,2000,4,40,17,28,228,SW,266,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,1.7,95,4,1004,100,5,41,9,48,2,35,28,44,2,35
2018-02-10,2100,4,39,17,28,228,SW,266,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.3,95,2,1003,100,4,38,9,49,1,33,27,44,1,33
2018-02-10,2200,3,38,19,30,241,WSW,266,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.2,91,5,1003,87,6,42,8,47,2,36,30,48,2,36
2018-02-10,2300,3,37,21,33,254,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.1,87,7,1002,74,8,46,8,46,4,39,32,51,4,39
2018-02-11,0,3,37,22,36,267,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,83,10,1002,61,10,50,7,45,6,43,34,55,6,43
2018-02-11,100,3,37,22,35,274,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,80,10,1002,68,8,47,5,41,4,40,34,55,4,40
2018-02-11,200,3,37,21,33,281,WNW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,78,10,1002,75,7,45,3,38,3,37,33,54,3,37
2018-02-11,300,3,37,20,32,288,WNW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,76,10,1002,82,6,42,2,35,1,33,33,53,1,33
2018-02-11,400,3,38,19,30,285,WNW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,73,10,1003,55,5,41,1,33,0,32,31,51,0,32
2018-02-11,500,4,39,18,29,282,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,71,10,1003,28,5,40,0,32,0,31,30,48,0,31
2018-02-11,600,4,40,17,27,279,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,69,10,1004,2,4,39,-1,30,-1,30,29,46,-1,30
2018-02-11,700,5,40,17,27,280,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,68,10,1004,8,4,39,-1,30,-1,30,27,44,-1,30
2018-02-11,800,5,41,16,26,280,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,67,10,1005,14,4,40,-1,30,-1,31,26,42,-1,31
2018-02-11,900,5,42,16,26,280,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,66,10,1005,21,4,40,-1,30,0,31,25,40,0,31
2018-02-11,1000,6,42,17,27,281,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,63,10,1006,29,5,41,-1,30,0,33,25,40,0,33
2018-02-11,1100,6,43,18,29,281,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,60,10,1006,37,6,42,-1,30,1,34,24,39,1,34
2018-02-11,1200,6,43,19,31,282,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,57,10,1007,46,6,43,-1,29,2,35,24,39,2,35
2018-02-11,1300,6,43,19,30,285,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,57,12,1007,54,6,43,-2,29,1,34,24,39,1,34
2018-02-11,1400,6,43,19,30,289,WNW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,56,14,1008,63,6,42,-2,28,1,34,25,40,1,34
2018-02-11,1500,6,42,19,30,292,WNW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,56,16,1008,71,6,42,-3,28,1,33,25,40,1,33
2018-02-11,1600,5,41,17,28,294,WNW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,58,16,1009,49,5,40,-3,27,0,31,25,39,0,31
2018-02-11,1700,4,40,16,26,295,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,61,16,1010,28,4,38,-3,26,-1,30,24,39,-1,30
2018-02-11,1800,4,39,15,23,297,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,63,16,1011,6,3,37,-4,25,-2,28,23,38,-2,28
2018-02-11,1900,3,38,15,24,299,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,63,17,1012,8,2,36,-4,25,-3,27,24,38,-3,27
2018-02-11,2000,3,37,15,24,302,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,63,18,1013,9,2,35,-4,24,-3,26,24,38,-3,26
2018-02-11,2100,3,37,15,24,304,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,63,18,1014,10,2,35,-5,24,-4,25,24,38,-4,25
2018-02-11,2200,2,36,14,22,302,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,63,18,1014,10,1,35,-5,24,-4,25,23,36,-4,25
2018-02-11,2300,2,35,13,21,300,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,64,18,1015,9,1,34,-5,24,-4,25,21,34,-4,25
2018-02-12,0,2,35,12,19,299,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,65,18,1016,9,1,34,-5,24,-4,25,20,32,-4,25
2018-02-12,100,2,35,12,19,294,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,67,16,1016,7,1,34,-4,25,-4,26,20,32,-4,26
